"Brewery_id","Brewery_Name","City","State","Beer_Name","Beer_ID","ABV","IBU","Style","Ounces"
265,"Ska Brewing Company","Durango","CO","Rudie Session IPA",1942,0.045,NA,"American IPA",12
265,"Ska Brewing Company","Durango","CO","Mexican Logger",386,0.042,18,"American Pale Lager",12
265,"Ska Brewing Company","Durango","CO","Modus Hoperandi",67,0.068,65,"American IPA",12
265,"Ska Brewing Company","Durango","CO","True Blonde Ale",70,0.053,NA,"American Blonde Ale",12
266,"Tractor Brewing Company","Albuquerque","NM","Almanac IPA",1938,0.062,72,"American IPA",12
266,"Tractor Brewing Company","Albuquerque","NM","Milk Mustachio Stout",1937,0.065,NA,"Milk / Sweet Stout",12
266,"Tractor Brewing Company","Albuquerque","NM","Farmer's Tan Red Ale",1936,0.06,30,"American Amber / Red Ale",12
267,"Peak Organic Brewing Company","Portland","ME","Fresh Cut Pilsner",1931,0.046,NA,"American Pilsner",12
267,"Peak Organic Brewing Company","Portland","ME","Summer Session Ale",1930,0.05,61,"American Pale Wheat Ale",12
268,"Cape Cod Beer","Hyannis","MA","Cape Cod Red",1928,0.055,35,"American Amber / Red Ale",16
268,"Cape Cod Beer","Hyannis","MA","Beach Blonde",1927,0.049,10,"American Blonde Ale",16
269,"Long Trail Brewing Company","Bridgewater Corners","VT","Long Trail Ale (1)",573,0.046,30,"Altbier",12
269,"Long Trail Brewing Company","Bridgewater Corners","VT","Double Bag",1090,0.072,33,"Altbier",16
269,"Long Trail Brewing Company","Bridgewater Corners","VT","Long Trail IPA",1926,0.059,42,"English India Pale Ale (IPA)",12
269,"Long Trail Brewing Company","Bridgewater Corners","VT","Long Trail Ale",1924,0.046,30,"American Amber / Red Ale",12
269,"Long Trail Brewing Company","Bridgewater Corners","VT","Blackbeary Wheat",574,0.04,8,"Fruit / Vegetable Beer",12
270,"Great Raft Brewing Company","Shreveport","LA","Commotion APA",1923,0.052,49,"American Pale Ale (APA)",12
270,"Great Raft Brewing Company","Shreveport","LA","Southern Drawl Pale Lager",1922,0.052,NA,"American Pale Lager",12
271,"Alaskan Brewing Company","Juneau","AK","Alaskan Amber",1920,0.053,18,"Altbier",12
271,"Alaskan Brewing Company","Juneau","AK","Freeride APA",1921,0.053,40,"American Pale Ale (APA)",12
272,"Notch Brewing Company","Ipswich","MA","Left of the Dial IPA",1917,0.043,NA,"American IPA",12
272,"Notch Brewing Company","Ipswich","MA","Notch Session Pils",1190,0.04,NA,"Czech Pilsener",12
273,"The Alchemist","Waterbury","VT","Petit Mutant",1916,0.06,NA,"American Wild Ale",16
273,"The Alchemist","Waterbury","VT","The Crusher",1915,0.096,NA,"American Double / Imperial IPA",16
273,"The Alchemist","Waterbury","VT","Beelzebub",1914,0.08,NA,"American Double / Imperial Stout",16
273,"The Alchemist","Waterbury","VT","Focal Banger",1810,0.07,NA,"American IPA",16
273,"The Alchemist","Waterbury","VT","Heady Topper",1111,0.08,120,"American Double / Imperial IPA",16
273,"The Alchemist","Waterbury","VT","Heady Topper",379,0.08,120,"American Double / Imperial IPA",16
274,"Three Notch'd Brewing Company","Charlottesville","VA","Hydraulion Red",1913,0.053,22,"Irish Red Ale",12
274,"Three Notch'd Brewing Company","Charlottesville","VA","40 Mile IPA",1912,0.06,50,"American IPA",12
275,"Portside Brewery","Cleveland","OH","Big Chuck Barleywine",1909,0.099,NA,"American Barleywine",12
276,"Otter Creek Brewing","Middlebury","VT","Fresh Slice White IPA",1908,0.055,45,"American White IPA",12
277,"Montauk Brewing Company","Montauk","NY","Montauk Summer Ale",1907,0.056,28,"American Blonde Ale",12
277,"Montauk Brewing Company","Montauk","NY","Driftwood Ale",1906,0.06,49,"Extra Special / Strong Bitter (ESB)",12
278,"Indeed Brewing Company","Minneapolis","MN","Midnight Ryder",729,0.065,80,"American Black Ale",12
278,"Indeed Brewing Company","Minneapolis","MN","Shenanigans Summer Ale",1115,0.046,27,"American Pale Wheat Ale",12
278,"Indeed Brewing Company","Minneapolis","MN","Let It Ride IPA",1903,0.068,90,"American IPA",12
278,"Indeed Brewing Company","Minneapolis","MN","Sweet Yamma Jamma Ale",1555,0.05,10,"Fruit / Vegetable Beer",12
278,"Indeed Brewing Company","Minneapolis","MN","Stir Crazy Winter Ale",1691,0.065,22,"Winter Warmer",12
278,"Indeed Brewing Company","Minneapolis","MN","Day Tripper Pale Ale",728,0.054,45,"American Pale Ale (APA)",12
279,"Berkshire Brewing Company","South Deerfield","MA","Steel Rail Extra Pale Ale",1317,0.053,20,"American Pale Ale (APA)",12
279,"Berkshire Brewing Company","South Deerfield","MA","Lost Sailor IPA",1900,0.055,40,"English India Pale Ale (IPA)",12
280,"Foolproof Brewing Company","Pawtucket","RI","Backyahd IPA",983,0.06,NA,"American IPA",12
280,"Foolproof Brewing Company","Pawtucket","RI","La Ferme Urbaine Farmhouse Ale",1899,0.078,NA,"Saison / Farmhouse Ale",12
280,"Foolproof Brewing Company","Pawtucket","RI","Raincloud Robust Porter",982,0.065,NA,"American Porter",12
280,"Foolproof Brewing Company","Pawtucket","RI","Barstool American Golden Ale",981,0.045,NA,"American Blonde Ale",12
281,"Headlands Brewing Company","Mill Valley","CA","Groupe G",1895,0.076,65,"Belgian IPA",16
281,"Headlands Brewing Company","Mill Valley","CA","Hill 88 Double IPA",1893,0.088,77,"American Double / Imperial IPA",16
281,"Headlands Brewing Company","Mill Valley","CA","Pt. Bonita Rustic Lager",1894,0.062,40,"American Pale Lager",16
282,"Bolero Snort Brewery","Ridgefield Park","NJ","Longhop IPA",1891,0.042,30,"American IPA",16
282,"Bolero Snort Brewery","Ridgefield Park","NJ","Lucky Buck",1890,0.04,34,"Irish Dry Stout",16
283,"Thunderhead Brewing Company","Kearney","NE","Leatherhead Red",1889,0.052,NA,"American Amber / Red Ale",12
283,"Thunderhead Brewing Company","Kearney","NE","Golden Frau Honey Wheat",122,0.075,NA,"Braggot",12
283,"Thunderhead Brewing Company","Kearney","NE","Cornstalker Dark Wheat",121,NA,NA,"American Dark Wheat Ale",12
283,"Thunderhead Brewing Company","Kearney","NE","Cropduster Mid-American IPA",1222,0.065,NA,"American IPA",12
284,"Defiance Brewing Company","Hays","KS","Thrasher Session India Pale Ale",1886,0.045,44,"American IPA",12
284,"Defiance Brewing Company","Hays","KS","Gutch English Style Mild Ale",1885,0.05,16,"English Pale Mild Ale",12
285,"Milwaukee Brewing Company","Milwaukee","WI","Flaming Damsel Lager (2010)",172,0.048,18,"Vienna Lager",16
285,"Milwaukee Brewing Company","Milwaukee","WI","Hop Happy",1080,0.075,51,"American IPA",16
285,"Milwaukee Brewing Company","Milwaukee","WI","Louie's Demise Amber Ale",1272,0.051,24,"American Amber / Red Ale",16
285,"Milwaukee Brewing Company","Milwaukee","WI","Booyah Farmhouse Ale",932,0.065,20,"Saison / Farmhouse Ale",16
285,"Milwaukee Brewing Company","Milwaukee","WI","Hop Freak",1884,0.087,80,"American Double / Imperial IPA",16
285,"Milwaukee Brewing Company","Milwaukee","WI","O-Gii",776,0.092,NA,"Witbier",16
285,"Milwaukee Brewing Company","Milwaukee","WI","Louie’s Demise Immort-Ale (2010)",171,0.051,24,"American Amber / Red Ale",16
286,"Catawba Island Brewing","Port Clinton","OH","Seiche Scottish Ale",1881,0.078,16,"Scottish Ale",16
286,"Catawba Island Brewing","Port Clinton","OH","Whitecap Wit",1882,0.048,16,"Witbier",16
287,"Back Forty Beer Company","Gadsden","AL","Naked Pig Pale Ale",1875,0.06,43,"American Pale Ale (APA)",12
287,"Back Forty Beer Company","Gadsden","AL","Truck Stop Honey Brown Ale",1876,0.06,NA,"English Brown Ale",12
288,"Four Corners Brewing Company","Dallas","TX","El Chingon IPA",1874,0.076,73,"American IPA",12
288,"Four Corners Brewing Company","Dallas","TX","Local Buzz",1872,0.052,20,"American Blonde Ale",12
288,"Four Corners Brewing Company","Dallas","TX","Block Party Robust Porter",1873,0.057,40,"American Porter",12
289,"Saint Archer Brewery","San Diego","CA","Saint Archer Blonde",1864,0.048,22,"Kölsch",12
289,"Saint Archer Brewery","San Diego","CA","Saint Archer IPA",1867,0.068,66,"American IPA",12
289,"Saint Archer Brewery","San Diego","CA","Saint Archer Pale Ale",1865,0.052,40,"American Pale Ale (APA)",12
289,"Saint Archer Brewery","San Diego","CA","Saint Archer White Ale",1868,0.05,15,"Witbier",12
290,"Rogue Ales","Newport","OR","Rogue American Amber Ale",1860,0.051,NA,"American Amber / Red Ale",16
291,"Hale's Ales","Seattle","WA","Supergoose IPA",1857,0.069,67,"American IPA",12
291,"Hale's Ales","Seattle","WA","Hale's Pale American Ale",1440,0.047,NA,"American Pale Ale (APA)",12
292,"Tommyknocker Brewery","Idaho Springs","CO","IPA & a Half",1856,0.073,87,"American IPA",12
292,"Tommyknocker Brewery","Idaho Springs","CO","Ornery Amber Lager (2003)",736,0.055,33,"Vienna Lager",12
293,"Baxter Brewing Company","Lewiston","ME","On the Count of 3 (2015)",1778,0.07,42,"Hefeweizen",16
293,"Baxter Brewing Company","Lewiston","ME","Celsius Summer Ale (2012)",707,0.047,NA,"American Pale Wheat Ale",12
293,"Baxter Brewing Company","Lewiston","ME","Tarnation California-Style Lager",1855,0.053,NA,"California Common / Steam Beer",12
293,"Baxter Brewing Company","Lewiston","ME","Pamola Xtra Pale Ale",183,0.049,28,"American Pale Ale (APA)",12
293,"Baxter Brewing Company","Lewiston","ME","Summer Swelter",1209,0.047,NA,"American Pale Wheat Ale",12
293,"Baxter Brewing Company","Lewiston","ME","Phantom Punch Winter Stout",954,0.068,NA,"Foreign / Export Stout",12
293,"Baxter Brewing Company","Lewiston","ME","Stowaway IPA",182,0.069,69,"American IPA",12
293,"Baxter Brewing Company","Lewiston","ME","Hayride Autumn Ale",910,0.066,NA,"Rye Beer",12
293,"Baxter Brewing Company","Lewiston","ME","Amber Road",533,0.055,35,"American Amber / Red Ale",12
294,"Northampton Brewery","Northamtpon","MA","Blue Boots IPA",1854,0.069,NA,"American IPA",16
295,"Black Shirt Brewing Company","Denver","CO","American Red Porter",1849,0.071,45,"American Porter",12
295,"Black Shirt Brewing Company","Denver","CO","Colorado Red Ale",1847,0.066,44,"American Amber / Red Ale",12
295,"Black Shirt Brewing Company","Denver","CO","American Red Saison",1848,0.078,34,"Saison / Farmhouse Ale",12
295,"Black Shirt Brewing Company","Denver","CO","American India Red Ale",1850,0.071,83,"American Strong Ale",12
296,"Wachusett Brewing Company","Westminster","MA","Wachusett Light IPA (2013)",1029,0.04,37,"American IPA",12
296,"Wachusett Brewing Company","Westminster","MA","Wachusett Blueberry Ale",619,0.045,10,"Fruit / Vegetable Beer",12
296,"Wachusett Brewing Company","Westminster","MA","Green Monsta IPA",618,0.06,55,"American IPA",12
296,"Wachusett Brewing Company","Westminster","MA","Wachusett IPA",1844,0.056,50,"American IPA",12
296,"Wachusett Brewing Company","Westminster","MA","Larry Imperial IPA",1418,0.085,85,"American Double / Imperial IPA",12
296,"Wachusett Brewing Company","Westminster","MA","Pumpkan",908,0.052,20,"Pumpkin Ale",12
296,"Wachusett Brewing Company","Westminster","MA","Strawberry White",1843,0.047,NA,"Witbier",12
296,"Wachusett Brewing Company","Westminster","MA","Wachusett Summer",1038,0.047,NA,"American Pale Wheat Ale",12
296,"Wachusett Brewing Company","Westminster","MA","Wachusett Light IPA",1846,0.04,37,"American IPA",12
296,"Wachusett Brewing Company","Westminster","MA","Country Pale Ale",1030,0.051,17,"English Pale Ale",12
296,"Wachusett Brewing Company","Westminster","MA","Green Monsta IPA",1845,0.06,55,"American IPA",12
297,"Widmer Brothers Brewing Company","Portland","OR","Hefe Black",1837,0.049,30,"Hefeweizen",12
297,"Widmer Brothers Brewing Company","Portland","OR","Widmer Brothers Hefeweizen",1836,0.049,30,"Hefeweizen",12
297,"Widmer Brothers Brewing Company","Portland","OR","Hefe Lemon",1838,0.049,30,"Radler",12
298,"Hop Farm Brewing Company","Pittsburgh","PA","Provision",1835,0.042,25,"Saison / Farmhouse Ale",12
298,"Hop Farm Brewing Company","Pittsburgh","PA","Hop Farm IPA",1833,0.058,45,"American IPA",12
298,"Hop Farm Brewing Company","Pittsburgh","PA","One Nut Brown",1834,0.047,28,"American Brown Ale",12
299,"Liquid Hero Brewery","York","PA","American Hero",1688,0.057,42,"American Amber / Red Ale",12
299,"Liquid Hero Brewery","York","PA","Schweet Ale",1687,0.052,20,"Fruit / Vegetable Beer",12
299,"Liquid Hero Brewery","York","PA","Irregardless IPA",1686,0.065,75,"American IPA",12
299,"Liquid Hero Brewery","York","PA","Adam's Stout",1832,0.058,40,"American Stout",12
300,"Matt Brewing Company","Utica","NY","DAX Light (1998)",958,0.045,NA,"Light Lager",12
300,"Matt Brewing Company","Utica","NY","Pomegranate Wheat (2008)",956,0.047,NA,"Fruit / Vegetable Beer",12
300,"Matt Brewing Company","Utica","NY","Our Legacy IPA",1135,0.065,60,"American IPA",16
300,"Matt Brewing Company","Utica","NY","Saranac Golden Pilsener (2003)",960,0.051,NA,"German Pilsener",12
300,"Matt Brewing Company","Utica","NY","Our Legacy IPA",1831,0.065,60,"American IPA",12
300,"Matt Brewing Company","Utica","NY","Saranac Traditional Lager (2000)",957,0.048,NA,"American Pale Lager",12
300,"Matt Brewing Company","Utica","NY","Saranac Adirondack Light (2002)",959,0.045,NA,"Light Lager",12
300,"Matt Brewing Company","Utica","NY","Blueberry Blonde Ale",773,0.05,12,"American Blonde Ale",12
300,"Matt Brewing Company","Utica","NY","Saranac Shandy",1359,0.042,NA,"Shandy",12
300,"Matt Brewing Company","Utica","NY","Saranac Pale Ale (16 oz.)",133,0.055,NA,"English Pale Ale",16
300,"Matt Brewing Company","Utica","NY","Saranac Pale Ale (12 oz.)",150,0.055,NA,"English Pale Ale",12
300,"Matt Brewing Company","Utica","NY","Saranac White IPA",686,0.06,NA,"American IPA",12
300,"Matt Brewing Company","Utica","NY","Saranac Summer Ale (2011)",453,0.047,NA,"American Pale Wheat Ale",12
301,"Boston Beer Company","Boston","MA","Boston Lager",1143,0.049,30,"Vienna Lager",12
301,"Boston Beer Company","Boston","MA","Samuel Adams Winter Lager",1427,0.056,NA,"Bock",12
301,"Boston Beer Company","Boston","MA","Samuel Adams Octoberfest",1281,0.053,15,"Märzen / Oktoberfest",12
301,"Boston Beer Company","Boston","MA","Boston Lager",1310,0.049,30,"Vienna Lager",12
301,"Boston Beer Company","Boston","MA","Porch Rocker",1830,0.045,8,"Radler",12
301,"Boston Beer Company","Boston","MA","Cold Snap",1601,0.055,NA,"Witbier",12
301,"Boston Beer Company","Boston","MA","Samuel Adams Summer Ale",1144,0.053,7,"American Pale Wheat Ale",12
301,"Boston Beer Company","Boston","MA","Boston Lager",1349,0.049,30,"Vienna Lager",16
301,"Boston Beer Company","Boston","MA","Rebel IPA",1629,0.065,45,"American IPA",16
302,"Old Forge Brewing Company","Danville","PA","Overbite IPA",891,0.075,NA,"American IPA",16
302,"Old Forge Brewing Company","Danville","PA","T-Rail Pale Ale",509,0.055,NA,"American Pale Ale (APA)",16
302,"Old Forge Brewing Company","Danville","PA","Endless Sun Ale",1381,0.045,NA,"American Pale Wheat Ale",16
302,"Old Forge Brewing Company","Danville","PA","Celestial Blonde Ale",900,0.065,NA,"American Blonde Ale",16
302,"Old Forge Brewing Company","Danville","PA","Endless Summer Ale (2011)",508,0.048,NA,"American Pale Wheat Ale",16
302,"Old Forge Brewing Company","Danville","PA","Hopsmith Pale Lager",1828,0.06,NA,"American Pale Lager",16
302,"Old Forge Brewing Company","Danville","PA","Falling Down Brown Ale",1487,0.065,65,"American Brown Ale",16
302,"Old Forge Brewing Company","Danville","PA","Old Forge Pumpkin Ale",1394,0.046,20,"Pumpkin Ale",16
302,"Old Forge Brewing Company","Danville","PA","Plowshare Porter",1485,0.055,NA,"American Porter",16
302,"Old Forge Brewing Company","Danville","PA","Resolution Rye Stout",1486,0.068,NA,"American Stout",16
303,"Utah Brewers Cooperative","Salt Lake City","UT","Squatters Hop Rising Double IPA",1825,0.09,75,"American Double / Imperial IPA",12
303,"Utah Brewers Cooperative","Salt Lake City","UT","Wasatch Ghostrider White IPA",1823,0.06,NA,"American White IPA",12
303,"Utah Brewers Cooperative","Salt Lake City","UT","Wasatch Ghostrider White IPA (2014)",1682,0.06,NA,"American White IPA",12
303,"Utah Brewers Cooperative","Salt Lake City","UT","Devastator Double Bock",1824,0.08,NA,"Doppelbock",12
303,"Utah Brewers Cooperative","Salt Lake City","UT","Squatters Full Suspension Pale Ale",1826,0.04,NA,"American Pale Ale (APA)",12
303,"Utah Brewers Cooperative","Salt Lake City","UT","Squatters Hop Rising Double IPA (2014)",1680,0.09,75,"American Double / Imperial IPA",12
303,"Utah Brewers Cooperative","Salt Lake City","UT","Wasatch Apricot Hefeweizen",1681,0.04,NA,"Fruit / Vegetable Beer",12
303,"Utah Brewers Cooperative","Salt Lake City","UT","Squatters Full Suspension Pale Ale",1679,0.04,NA,"American Pale Ale (APA)",12
304,"Magic Hat Brewing Company","South Burlington","VT","Elder Betty",1113,0.055,13,"Hefeweizen",12
304,"Magic Hat Brewing Company","South Burlington","VT","#9",360,0.051,20,"Fruit / Vegetable Beer",12
304,"Magic Hat Brewing Company","South Burlington","VT","#9",1813,0.051,20,"Fruit / Vegetable Beer",16
305,"Blue Hills Brewery","Canton","MA","Quarter Mile Double IPA",1812,0.08,80,"American Double / Imperial IPA",12
306,"Night Shift Brewing","Everett","MA","Marblehead",1811,0.055,NA,"American Amber / Red Ale",16
307,"Beach Brewing Company","Virginia Beach","VA","Hoptopus Double IPA",1806,0.088,108,"American Double / Imperial IPA",16
308,"Payette Brewing Company","Garden City","ID","Payette Pale Ale",890,0.048,35,"American Pale Ale (APA)",12
308,"Payette Brewing Company","Garden City","ID","Mutton Buster",775,0.055,25,"American Brown Ale",12
308,"Payette Brewing Company","Garden City","ID","Rodeo Rye Pale Ale",1805,0.042,35,"American Pale Ale (APA)",12
308,"Payette Brewing Company","Garden City","ID","Outlaw IPA",1048,0.062,65,"American IPA",12
308,"Payette Brewing Company","Garden City","ID","North Fork Lager",1043,0.044,NA,"American Pale Lager",12
309,"Brew Bus Brewing","Tampa","FL","Last Stop IPA",1801,0.072,60,"American IPA",12
309,"Brew Bus Brewing","Tampa","FL","You're My Boy, Blue",1802,0.05,NA,"Fruit / Vegetable Beer",12
309,"Brew Bus Brewing","Tampa","FL","Are Wheat There Yet?",1799,0.055,28,"American Pale Wheat Ale",12
309,"Brew Bus Brewing","Tampa","FL","Rollin Dirty Red Ale",1800,0.05,21,"Irish Red Ale",12
310,"Sockeye Brewing Company","Boise","ID","Old Devil's Tooth",1160,0.099,100,"American Barleywine",12
310,"Sockeye Brewing Company","Boise","ID","Sockeye Belgian Style Summer Ale",1298,0.05,NA,"Witbier",16
310,"Sockeye Brewing Company","Boise","ID","Hell-Diver Pale Ale",1151,0.052,32,"American Pale Ale (APA)",12
310,"Sockeye Brewing Company","Boise","ID","Boise Co-Op Two Score Ale",1424,0.055,NA,"Saison / Farmhouse Ale",16
310,"Sockeye Brewing Company","Boise","ID","Sockeye Maibock",1181,0.064,NA,"Maibock / Helles Bock",12
310,"Sockeye Brewing Company","Boise","ID","Dagger Falls IPA",879,0.063,100,"American IPA",12
310,"Sockeye Brewing Company","Boise","ID","Socktoberfest",1482,0.06,NA,"Märzen / Oktoberfest",16
310,"Sockeye Brewing Company","Boise","ID","Galena Golden",1152,0.043,NA,"American Blonde Ale",12
310,"Sockeye Brewing Company","Boise","ID","Double Dagger Imperial IPA",1655,0.092,NA,"American Double / Imperial IPA",12
